swap_id,station_id,customer_id,timestamp,date,hour,day_of_week,duration_min,battery_health_pct,swap_successful
F542CFB2,ST0063,C00349,2025-11-28 00:30:07.565037,2025-11-28,0,Friday,7,84,1
BE9664DD,ST0028,C00171,2025-04-03 12:01:07.565037,2025-04-03,12,Thursday,5,73,1
BEE421A8,ST0023,C00646,2025-12-14 05:15:07.565037,2025-12-14,5,Sunday,5,88,1
88866F07,ST0050,C00884,2025-04-01 22:35:07.565037,2025-04-01,22,Tuesday,4,86,0
199D01B2,ST0067,C01006,2025-03-29 03:31:07.565037,2025-03-29,3,Saturday,5,75,1
CA3ACD58,ST0007,C00811,2025-12-17 22:20:07.565037,2025-12-17,22,Wednesday,3,73,1
91D752B8,ST0015,C00326,2025-05-13 12:14:07.565037,2025-05-13,12,Tuesday,4,85,1
DE6DAB32,ST0070,C00744,2025-09-14 00:22:07.565037,2025-09-14,0,Sunday,9,100,1
2051878A,ST0048,C01091,2026-03-04 04:28:07.565037,2026-03-04,4,Wednesday,6,85,1
7F67D971,ST0040,C00322,2025-10-10 09:44:07.565037,2025-10-10,9,Friday,2,71,1
FD38D2C8,ST0027,C00951,2025-03-19 11:49:07.565037,2025-03-19,11,Wednesday,9,71,1
45C3A20A,ST0037,C00387,2025-05-07 06:33:07.565037,2025-05-07,6,Wednesday,3,100,1
0112F377,ST0056,C01031,2025-07-09 22:35:07.565037,2025-07-09,22,Wednesday,2,65,1
82CB1B2E,ST0057,C00967,2025-10-12 18:16:07.565037,2025-10-12,18,Sunday,6,65,0
81BBB9CC,ST0046,C00396,2025-03-29 06:31:07.565037,2025-03-29,6,Saturday,6,70,1
8B387AB6,ST0025,C00272,2025-07-17 23:26:07.565037,2025-07-17,23,Thursday,14,78,1
6F353EB5,ST0041,C00941,2025-04-02 00:32:07.565037,2025-04-02,0,Wednesday,5,75,1
D5A4B54B,ST0058,C00228,2025-10-31 01:46:07.565037,2025-10-31,1,Friday,9,98,1
28370D23,ST0066,C00144,2025-06-07 01:25:07.565037,2025-06-07,1,Saturday,10,60,1
9E4E1301,ST0031,C00145,2026-03-02 07:51:07.565037,2026-03-02,7,Monday,4,86,0
52559545,ST0070,C01244,2025-12-17 21:41:07.565037,2025-12-17,21,Wednesday,7,94,1
1D1047AF,ST0033,C01486,2025-10-28 09:48:07.565037,2025-10-28,9,Tuesday,7,62,1
6A817A4C,ST0071,C00255,2025-12-04 08:23:07.565037,2025-12-04,8,Thursday,5,66,1
41DDE0CD,ST0030,C00846,2025-07-30 12:44:07.565037,2025-07-30,12,Wednesday,9,81,1
05E05093,ST0020,C00199,2025-07-20 09:09:07.565037,2025-07-20,9,Sunday,3,81,1
57903223,ST0069,C00533,2025-04-24 08:53:07.565037,2025-04-24,8,Thursday,6,81,1
F7807E23,ST0040,C01433,2025-10-31 04:46:07.565037,2025-10-31,4,Friday,3,76,1
43C14A6A,ST0002,C00453,2026-01-15 19:44:07.565037,2026-01-15,19,Thursday,10,83,1
3D1E2F01,ST0084,C01467,2026-03-18 03:15:07.565037,2026-03-18,3,Wednesday,10,70,1
5DBF998B,ST0067,C01424,2025-08-21 09:41:07.565037,2025-08-21,9,Thursday,5,68,1
65BD97C5,ST0057,C00467,2025-08-14 06:12:07.565037,2025-08-14,6,Thursday,8,61,1
750E3B35,ST0066,C01042,2026-01-10 03:05:07.565037,2026-01-10,3,Saturday,5,93,1
D0EBFA63,ST0058,C00320,2026-01-27 23:18:07.565037,2026-01-27,23,Tuesday,6,97,1
8B8F654B,ST0058,C00347,2025-08-25 10:19:07.565037,2025-08-25,10,Monday,3,93,1
808BB378,ST0060,C00133,2025-11-20 05:56:07.565037,2025-11-20,5,Thursday,12,81,1
ABE2E7D9,ST0071,C00245,2025-07-01 01:05:07.565037,2025-07-01,1,Tuesday,7,72,1
78BEEDBA,ST0057,C00025,2025-11-08 12:54:07.565037,2025-11-08,12,Saturday,13,93,1
C4FC0FC8,ST0084,C00675,2025-06-29 05:38:07.565037,2025-06-29,5,Sunday,12,92,1
EC3C0713,ST0067,C01102,2025-12-26 11:50:07.565037,2025-12-26,11,Friday,8,65,0
CFBC31C1,ST0072,C00375,2025-04-15 08:32:07.565037,2025-04-15,8,Tuesday,5,75,1
F432B6A8,ST0055,C00545,2025-11-05 22:58:07.565037,2025-11-05,22,Wednesday,7,95,1
BB65E512,ST0004,C00426,2025-06-22 20:53:07.565037,2025-06-22,20,Sunday,10,74,1
8E58AEE4,ST0007,C01100,2026-01-09 09:25:07.565037,2026-01-09,9,Friday,5,63,1
9DD6DF63,ST0043,C00405,2026-02-04 20:08:07.565037,2026-02-04,20,Wednesday,4,66,1
DCB40AC7,ST0050,C00020,2025-07-06 09:15:07.565037,2025-07-06,9,Sunday,8,97,1
4028D796,ST0057,C01259,2025-05-14 08:45:07.565037,2025-05-14,8,Wednesday,5,89,0
7C53D690,ST0021,C01009,2025-07-24 07:34:07.565037,2025-07-24,7,Thursday,4,100,1
37BA5143,ST0020,C01090,2025-12-02 09:28:07.565037,2025-12-02,9,Tuesday,7,75,1
0EC66FAE,ST0024,C01282,2026-02-28 11:28:07.565037,2026-02-28,11,Saturday,12,88,1
6C3B66D5,ST0043,C01016,2025-06-19 08:56:07.565037,2025-06-19,8,Thursday,4,70,1
05FC0B32,ST0082,C00908,2025-10-25 03:02:07.565037,2025-10-25,3,Saturday,15,81,1
5A1BB712,ST0017,C00630,2025-12-17 23:08:07.565037,2025-12-17,23,Wednesday,8,92,1
94E71D44,ST0062,C00615,2025-12-14 09:02:07.565037,2025-12-14,9,Sunday,2,99,1
23FE9F8B,ST0071,C00352,2026-02-24 22:16:07.565037,2026-02-24,22,Tuesday,10,70,1
DD4F0525,ST0043,C01339,2025-06-06 04:29:07.565037,2025-06-06,4,Friday,12,98,1
9779246E,ST0076,C00622,2025-08-02 01:55:07.565037,2025-08-02,1,Saturday,7,83,1
4A0CFAF8,ST0067,C00646,2025-09-04 05:49:07.565037,2025-09-04,5,Thursday,14,88,1
B175CFC1,ST0033,C00114,2025-12-31 06:44:07.565037,2025-12-31,6,Wednesday,3,86,1
DB2E9ECF,ST0021,C00040,2025-05-28 08:45:07.565037,2025-05-28,8,Wednesday,10,72,1
94CA7932,ST0071,C00784,2025-07-27 03:49:07.565037,2025-07-27,3,Sunday,6,80,1
0362FEC9,ST0046,C00902,2025-06-28 00:35:07.565037,2025-06-28,0,Saturday,9,77,1
6467B437,ST0053,C00963,2025-07-19 23:16:07.565037,2025-07-19,23,Saturday,6,62,1
1BE0DC27,ST0021,C01243,2025-10-03 09:11:07.565037,2025-10-03,9,Friday,2,97,1
3F1BB59D,ST0040,C00583,2025-05-07 19:36:07.565037,2025-05-07,19,Wednesday,5,67,1
280D0B27,ST0066,C00848,2025-04-24 04:45:07.565037,2025-04-24,4,Thursday,11,69,1
751E1671,ST0019,C00672,2026-01-13 03:32:07.565037,2026-01-13,3,Tuesday,8,96,1
D5F030C8,ST0047,C00597,2026-02-19 02:31:07.565037,2026-02-19,2,Thursday,9,61,1
97E6B192,ST0067,C00440,2025-04-21 04:50:07.565037,2025-04-21,4,Monday,4,71,1
D9FE334C,ST0027,C00408,2025-07-12 08:19:07.565037,2025-07-12,8,Saturday,11,76,1
281A5445,ST0072,C00997,2025-03-28 22:03:07.565037,2025-03-28,22,Friday,6,63,1
CBB7F488,ST0002,C01159,2025-04-17 10:19:07.565037,2025-04-17,10,Thursday,5,87,0
419136C9,ST0027,C01300,2025-12-01 04:46:07.565037,2025-12-01,4,Monday,5,64,1
312DFBCD,ST0070,C00231,2025-12-31 20:31:07.565037,2025-12-31,20,Wednesday,7,94,1
D6280239,ST0016,C00150,2025-12-04 20:32:07.565037,2025-12-04,20,Thursday,11,87,1
695B1317,ST0079,C00312,2025-11-11 08:52:07.565037,2025-11-11,8,Tuesday,6,81,1
1B498A05,ST0067,C00886,2026-02-12 12:17:07.565037,2026-02-12,12,Thursday,2,61,1
E41C651A,ST0076,C00799,2025-08-14 18:35:07.565037,2025-08-14,18,Thursday,9,61,1
240CCFFE,ST0062,C00669,2025-08-30 07:05:07.565037,2025-08-30,7,Saturday,7,94,1
1838FEFE,ST0073,C01177,2026-02-21 00:45:07.565037,2026-02-21,0,Saturday,10,82,1
B1767D19,ST0015,C00207,2026-01-06 22:08:07.565037,2026-01-06,22,Tuesday,8,61,1
768511D3,ST0028,C00142,2025-04-06 22:30:07.565037,2025-04-06,22,Sunday,5,80,1
D8F8538E,ST0021,C00478,2025-07-13 00:08:07.565037,2025-07-13,0,Sunday,6,73,1
8DFF6FFB,ST0080,C00901,2025-03-30 22:52:07.565037,2025-03-30,22,Sunday,10,67,1
88276C2E,ST0017,C00780,2025-09-25 18:24:07.565037,2025-09-25,18,Thursday,11,63,1
8F504C14,ST0070,C00780,2025-10-08 00:09:07.565037,2025-10-08,0,Wednesday,3,97,1
46027355,ST0009,C00334,2025-05-03 23:28:07.565037,2025-05-03,23,Saturday,12,73,1
75CB7B31,ST0025,C00851,2025-11-23 05:43:07.565037,2025-11-23,5,Sunday,5,72,1
57150EC0,ST0084,C00936,2025-05-03 10:19:07.565037,2025-05-03,10,Saturday,4,61,1
8F72DA55,ST0007,C00727,2025-10-19 06:50:07.565037,2025-10-19,6,Sunday,8,83,1
835604BB,ST0063,C00173,2025-04-20 07:50:07.565037,2025-04-20,7,Sunday,6,84,1
64B8A29E,ST0058,C00663,2025-03-26 02:42:07.565037,2025-03-26,2,Wednesday,6,62,1
251C1F38,ST0011,C01424,2025-07-22 23:32:07.565037,2025-07-22,23,Tuesday,11,90,1
57E6963F,ST0067,C01354,2025-04-18 00:51:07.565037,2025-04-18,0,Friday,8,78,1
E4E2BEE3,ST0085,C00311,2025-10-15 23:22:07.565037,2025-10-15,23,Wednesday,11,71,1
A2E1EF0E,ST0044,C00418,2025-05-12 22:57:07.565037,2025-05-12,22,Monday,14,79,1
98896815,ST0027,C00059,2025-09-25 02:35:07.565037,2025-09-25,2,Thursday,5,90,1
330DB19E,ST0048,C00773,2025-05-30 06:58:07.565037,2025-05-30,6,Friday,12,98,1
772861BE,ST0006,C00860,2025-06-11 23:02:07.565037,2025-06-11,23,Wednesday,14,64,1
5EB31351,ST0077,C01100,2025-11-16 08:22:07.565037,2025-11-16,8,Sunday,8,88,1
662B8F41,ST0020,C00263,2026-01-19 18:15:07.565037,2026-01-19,18,Monday,2,80,1
10F26AE2,ST0044,C01170,2025-09-20 21:26:07.565037,2025-09-20,21,Saturday,8,72,1
F61B8DB8,ST0006,C00195,2025-12-05 22:47:07.565037,2025-12-05,22,Friday,10,85,1
4BE37E8E,ST0018,C00514,2026-01-25 21:11:07.565037,2026-01-25,21,Sunday,7,71,1
DB0E9B7B,ST0047,C01059,2025-08-19 04:41:07.565037,2025-08-19,4,Tuesday,12,96,0
C66513DB,ST0039,C00768,2025-07-31 22:16:07.565037,2025-07-31,22,Thursday,7,69,1
83D3EE51,ST0015,C00030,2025-04-04 06:36:07.565037,2025-04-04,6,Friday,9,69,1
C003494E,ST0025,C00024,2025-07-16 23:21:07.565037,2025-07-16,23,Wednesday,8,96,1
F3FD609B,ST0033,C00926,2025-09-10 00:36:07.565037,2025-09-10,0,Wednesday,13,73,1
8017B7FA,ST0009,C00573,2025-07-30 11:24:07.565037,2025-07-30,11,Wednesday,2,92,1
21DBF9D1,ST0070,C01125,2025-09-05 23:12:07.565037,2025-09-05,23,Friday,4,89,1
D13FDAFB,ST0047,C00539,2026-02-23 04:44:07.565037,2026-02-23,4,Monday,13,64,1
4D26E4DF,ST0041,C00228,2025-10-21 18:30:07.565037,2025-10-21,18,Tuesday,9,67,1
5C5588A8,ST0028,C00629,2025-08-15 22:51:07.565037,2025-08-15,22,Friday,9,88,1
3BE2E373,ST0046,C00400,2025-04-29 10:07:07.565037,2025-04-29,10,Tuesday,2,69,1
0B67AFF6,ST0066,C00725,2025-07-08 18:08:07.565037,2025-07-08,18,Tuesday,12,93,1
75F117AC,ST0048,C00743,2025-06-03 12:51:07.565037,2025-06-03,12,Tuesday,7,94,1
1ECE0A52,ST0014,C00206,2025-12-13 23:19:07.565037,2025-12-13,23,Saturday,7,70,1
341F6503,ST0048,C01249,2026-01-28 01:49:07.565037,2026-01-28,1,Wednesday,12,87,1
09D2AFFD,ST0023,C00799,2025-08-06 19:21:07.565037,2025-08-06,19,Wednesday,5,93,0
2F5F534E,ST0001,C00154,2025-11-16 08:16:07.565037,2025-11-16,8,Sunday,12,76,1
3F8D3CBE,ST0082,C01256,2026-02-23 03:09:07.565037,2026-02-23,3,Monday,13,98,0
3BACC01C,ST0069,C00497,2025-04-17 07:04:07.565037,2025-04-17,7,Thursday,11,85,1
26CD001D,ST0053,C00397,2026-02-11 07:21:07.565037,2026-02-11,7,Wednesday,12,75,1
70B33B36,ST0066,C01200,2025-04-23 01:13:07.565037,2025-04-23,1,Wednesday,9,69,1
31B41E72,ST0025,C00023,2025-05-29 02:44:07.565037,2025-05-29,2,Thursday,10,100,1
2085BB3B,ST0018,C01353,2025-08-24 10:02:07.565037,2025-08-24,10,Sunday,8,88,1
6849BDCE,ST0056,C00931,2025-05-20 11:43:07.565037,2025-05-20,11,Tuesday,3,69,1
3B11590A,ST0009,C01284,2025-09-08 01:58:07.565037,2025-09-08,1,Monday,3,89,1
A5C5E00F,ST0023,C00461,2025-06-12 09:44:07.565037,2025-06-12,9,Thursday,12,93,1
49A40922,ST0076,C01437,2026-01-20 05:11:07.565037,2026-01-20,5,Tuesday,11,87,1
E152421F,ST0070,C00574,2026-02-06 21:51:07.565037,2026-02-06,21,Friday,4,77,1
2178C17B,ST0028,C00171,2026-02-08 10:17:07.565037,2026-02-08,10,Sunday,3,60,1
F6BE1A6F,ST0044,C00454,2025-11-21 01:33:07.565037,2025-11-21,1,Friday,10,97,1
3DECC30F,ST0055,C01159,2025-07-31 21:45:07.565037,2025-07-31,21,Thursday,9,84,1
FFC8E37F,ST0055,C00221,2026-02-22 05:58:07.565037,2026-02-22,5,Sunday,4,97,1
0ABA687B,ST0019,C00739,2026-02-09 21:32:07.565037,2026-02-09,21,Monday,14,97,1
593B6BE7,ST0033,C01472,2026-01-21 07:48:07.565037,2026-01-21,7,Wednesday,12,62,1
E07B3351,ST0033,C01287,2025-10-29 08:32:07.565037,2025-10-29,8,Wednesday,8,87,1
612D1360,ST0015,C00050,2025-03-31 00:32:07.565037,2025-03-31,0,Monday,7,100,1
3CB11F50,ST0041,C00520,2025-05-07 03:54:07.565037,2025-05-07,3,Wednesday,7,82,1
8CADECA6,ST0021,C00914,2025-09-10 05:11:07.565037,2025-09-10,5,Wednesday,8,63,1
6CAB4A90,ST0070,C01121,2026-03-10 02:45:07.565037,2026-03-10,2,Tuesday,8,80,1
22FC7345,ST0044,C00183,2025-09-11 23:50:07.565037,2025-09-11,23,Thursday,6,81,1
22C83EEF,ST0066,C00186,2025-12-18 01:16:07.565037,2025-12-18,1,Thursday,8,100,1
E51D5A5A,ST0015,C00784,2026-01-30 09:36:07.565037,2026-01-30,9,Friday,6,72,1
C5A7A578,ST0030,C00327,2026-03-15 09:18:07.565037,2026-03-15,9,Sunday,6,70,1
63515AC6,ST0024,C01037,2025-05-14 00:33:07.565037,2025-05-14,0,Wednesday,10,95,1
68EED0FF,ST0016,C00192,2025-12-29 11:07:07.565037,2025-12-29,11,Monday,4,65,1
A89F0738,ST0020,C00299,2026-02-20 06:50:07.565037,2026-02-20,6,Friday,10,81,1
ADCE929B,ST0067,C00602,2025-10-06 22:54:07.565037,2025-10-06,22,Monday,3,99,1
94EE46CB,ST0040,C00084,2025-04-29 04:10:07.565037,2025-04-29,4,Tuesday,11,75,1
B13F6FBB,ST0018,C00503,2026-02-22 01:57:07.565037,2026-02-22,1,Sunday,2,74,1
3C0C1CE9,ST0023,C00500,2025-07-05 21:56:07.565037,2025-07-05,21,Saturday,8,61,1
A1418F43,ST0016,C00845,2025-11-20 08:22:07.565037,2025-11-20,8,Thursday,2,71,1
A6322A40,ST0050,C00793,2026-01-09 06:36:07.565037,2026-01-09,6,Friday,4,76,1
17151E48,ST0082,C00481,2025-09-20 02:23:07.565037,2025-09-20,2,Saturday,3,80,1
04915FD2,ST0078,C01439,2025-04-25 22:16:07.565037,2025-04-25,22,Friday,12,75,1
7C5F9865,ST0046,C01451,2026-01-07 22:02:07.565037,2026-01-07,22,Wednesday,13,90,1
72B3E5A3,ST0028,C01470,2025-05-10 01:42:07.565037,2025-05-10,1,Saturday,7,95,1
5EB1532A,ST0056,C00897,2025-07-10 08:13:07.565037,2025-07-10,8,Thursday,7,91,1
3FDD91F2,ST0049,C00919,2025-04-19 22:57:07.565037,2025-04-19,22,Saturday,7,95,1
5E00121F,ST0028,C00134,2025-09-11 09:51:07.565037,2025-09-11,9,Thursday,7,77,1
1BCEC68B,ST0064,C00274,2025-04-01 09:23:07.565037,2025-04-01,9,Tuesday,6,85,1
FC40F92B,ST0018,C01168,2025-11-04 03:30:07.565037,2025-11-04,3,Tuesday,7,92,1
40F99C2B,ST0053,C00645,2025-05-30 11:39:07.565037,2025-05-30,11,Friday,5,60,0
A2659E36,ST0056,C00131,2025-04-14 05:33:07.565037,2025-04-14,5,Monday,14,93,1
AD146071,ST0055,C00368,2025-06-08 00:11:07.565037,2025-06-08,0,Sunday,13,71,1
57590039,ST0050,C01436,2025-11-25 21:17:07.565037,2025-11-25,21,Tuesday,14,84,1
78BA418F,ST0077,C00704,2025-09-29 09:04:07.565037,2025-09-29,9,Monday,11,71,1
2063CF1A,ST0006,C00378,2025-09-14 23:41:07.565037,2025-09-14,23,Sunday,5,76,1
4C4634CE,ST0057,C00168,2025-07-12 05:37:07.565037,2025-07-12,5,Saturday,8,81,1
AD3EB23A,ST0049,C00122,2025-05-05 10:12:07.565037,2025-05-05,10,Monday,12,83,1
059D6914,ST0001,C00670,2025-03-18 09:56:07.565037,2025-03-18,9,Tuesday,8,84,1
7CD236B6,ST0016,C01304,2026-01-02 12:19:07.565037,2026-01-02,12,Friday,12,99,1
12268712,ST0007,C01400,2025-12-17 00:18:07.565037,2025-12-17,0,Wednesday,2,69,1
1D3BDD62,ST0070,C00364,2026-01-04 23:53:07.565037,2026-01-04,23,Sunday,2,92,1
D22D0FA9,ST0003,C01101,2025-10-30 18:35:07.565037,2025-10-30,18,Thursday,10,67,1
166A4698,ST0047,C00343,2025-08-24 03:02:07.565037,2025-08-24,3,Sunday,6,66,1
05D743BA,ST0081,C00691,2026-01-19 22:35:07.565037,2026-01-19,22,Monday,9,89,1
DD4FEA00,ST0049,C00135,2025-12-23 06:46:07.565037,2025-12-23,6,Tuesday,6,81,1
9E411617,ST0044,C00386,2025-05-29 01:48:07.565037,2025-05-29,1,Thursday,8,85,1
